14:10:23 [INFO] Loaded 108 rounded instances
14:10:23 [INFO] ============================================================
14:10:23 [INFO] Starting: Llama 4 Maverick (rounded ablation)
15:11:53 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:11:53 [INFO] [Qwen 3 235B] 90/108 acc=62.2% rec=85.2% fpr=72.2%
15:12:13 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:12:45 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:12:52 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:13:07 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:13:15 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:13:15 [INFO] [Qwen 3 235B] 95/108 acc=62.1% rec=86.0% fpr=73.7%
15:13:28 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:13:40 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:13:48 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:14:38 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:15:55 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:15:55 [INFO] [Qwen 3 235B] 100/108 acc=61.0% rec=85.0% fpr=75.0%
15:16:43 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:16:53 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:17:53 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:34:58 [INFO] Retrying request to /chat/completions in 0.417366 seconds
15:35:13 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:35:23 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:35:23 [INFO] [Qwen 3 235B] 105/108 acc=61.0% rec=84.1% fpr=73.8%
15:35:30 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:35:40 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:36:02 [INFO] HTTP Request: POST https://api.deepinfra.com/v1/openai/chat/completions "HTTP/1.1 200 OK"
15:36:02 [INFO] [Qwen 3 235B] 108/108 acc=61.1% rec=84.6% fpr=74.4%
15:36:02 [INFO] Saved: /Users/silupanda/Downloads/finverification-bench/results/deepinfra_qwen_rounded_cot_results.json

============================================================
Llama 4 Maverick — Rounded CoT (n=108)
============================================================
  Acc=60.2  Prec=66.7  Rec=67.7  F1=67.2  FPR=51.2
  TP=44 FP=22 TN=21 FN=21

============================================================
Qwen 3 235B — Rounded CoT (n=108)
============================================================
  Acc=61.1  Prec=63.2  Rec=84.6  F1=72.4  FPR=74.4
  TP=55 FP=32 TN=11 FN=10
